,name,trainer,course,start_date,score,trait,week
339,Brnaby Bownes,Eshal Brandt,Engineering,2019-08-12,2.0,Analytic,1
340,Blake Nunson,Eshal Brandt,Engineering,2019-09-16,4.0,Analytic,1
341,Deirdre Van Den Velde,Eshal Brandt,Engineering,2019-09-16,4.0,Analytic,1
342,Brose Menghi,Eshal Brandt,Engineering,2019-09-16,1.0,Analytic,1
343,Edithe Dimitrov,Eshal Brandt,Engineering,2019-09-16,1.0,Analytic,1
344,Demetrius Tunstall,Eshal Brandt,Engineering,2019-09-16,5.0,Analytic,1
345,Chucho Galfour,Eshal Brandt,Engineering,2019-09-16,6.0,Analytic,1
346,Mozelle Grinnov,Eshal Brandt,Engineering,2019-09-16,2.0,Analytic,1
347,Roze Yepiskopov,Eshal Brandt,Engineering,2019-09-16,3.0,Analytic,1
348,Denise Oppy,Eshal Brandt,Engineering,2019-09-16,1.0,Analytic,1
349,Rafi Downse,Eshal Brandt,Engineering,2019-09-16,2.0,Analytic,1
350,Camellia Bette,Eshal Brandt,Engineering,2019-09-16,2.0,Analytic,1
351,Care Ife,Eshal Brandt,Engineering,2019-09-16,4.0,Analytic,1
352,Vance Fey,Macey Broughton,Engineering,2019-09-23,6.0,Analytic,1
353,Dulcine Duffil,Macey Broughton,Engineering,2019-09-23,3.0,Analytic,1
354,Nona Coghlan,Macey Broughton,Engineering,2019-09-23,7.0,Analytic,1
355,Dorette Landall,Macey Broughton,Engineering,2019-09-23,4.0,Analytic,1
356,Valdemar Smithen,Macey Broughton,Engineering,2019-09-23,2.0,Analytic,1
357,Norene Dericut,Macey Broughton,Engineering,2019-09-23,4.0,Analytic,1
358,Jillian Wenn,Macey Broughton,Engineering,2019-09-23,4.0,Analytic,1
359,Saraann Elcombe,Macey Broughton,Engineering,2019-09-23,1.0,Analytic,1
360,Jenn Blitz,Mohammad Velazquez,Engineering,2019-10-28,5.0,Analytic,1
361,Chandra Best,Mohammad Velazquez,Engineering,2019-10-28,4.0,Analytic,1
362,Boniface Tansley,Mohammad Velazquez,Engineering,2019-10-28,1.0,Analytic,1
363,Cristal Jeans,Mohammad Velazquez,Engineering,2019-10-28,8.0,Analytic,1
364,Urson Sibthorp,Mohammad Velazquez,Engineering,2019-10-28,4.0,Analytic,1
365,Vernon Bennough,Mohammad Velazquez,Engineering,2019-10-28,4.0,Analytic,1
366,Payton Turbard,Mohammad Velazquez,Engineering,2019-10-28,4.0,Analytic,1
367,Lilly Andreasen,Mohammad Velazquez,Engineering,2019-10-28,2.0,Analytic,1
368,Dixie O' Flaherty,Mohammad Velazquez,Engineering,2019-10-28,3.0,Analytic,1
369,Engelbert Palatino,Mohammad Velazquez,Engineering,2019-10-28,3.0,Analytic,1
370,Dudley Whiles,Mohammad Velazquez,Engineering,2019-10-28,3.0,Analytic,1
371,Tory Aireton,Macey Broughton,Engineering,2019-11-25,3.0,Analytic,1
372,Kelly Coneybeer,Macey Broughton,Engineering,2019-11-25,2.0,Analytic,1
373,Mic Wilshire,Macey Broughton,Engineering,2019-11-25,4.0,Analytic,1
374,Florella Boays,Macey Broughton,Engineering,2019-11-25,1.0,Analytic,1
375,Marshal Darycott,Macey Broughton,Engineering,2019-11-25,5.0,Analytic,1
376,Elva Boldero,Macey Broughton,Engineering,2019-11-25,7.0,Analytic,1
377,Archibold Spikeings,Macey Broughton,Engineering,2019-11-25,4.0,Analytic,1
378,Anatole Burston,Macey Broughton,Engineering,2019-11-25,2.0,Analytic,1
379,Gabbey Caesman,Macey Broughton,Engineering,2019-11-25,3.0,Analytic,1
380,Conny Samms,Mohammad Velazquez,Engineering,2019-12-16,1.0,Analytic,1
381,Karyn Huortic,Mohammad Velazquez,Engineering,2019-12-16,4.0,Analytic,1
382,Giacopo Kyndred,Mohammad Velazquez,Engineering,2019-12-16,1.0,Analytic,1
383,Fin Lung,Mohammad Velazquez,Engineering,2019-12-16,1.0,Analytic,1
384,Marja Morfield,Mohammad Velazquez,Engineering,2019-12-16,3.0,Analytic,1
385,Gussy Stoving,Mohammad Velazquez,Engineering,2019-12-16,1.0,Analytic,1
386,Leena Joselevitch,Mohammad Velazquez,Engineering,2019-12-16,3.0,Analytic,1
387,Lazare Nellies,Mohammad Velazquez,Engineering,2019-12-16,2.0,Analytic,1
388,Flore Masden,Mohammad Velazquez,Engineering,2019-12-30,2.0,Analytic,1
389,Benita Downgate,Mohammad Velazquez,Engineering,2019-12-30,1.0,Analytic,1
390,Clark Kovacs,Mohammad Velazquez,Engineering,2019-12-30,1.0,Analytic,1
391,Horten Koomar,Mohammad Velazquez,Engineering,2019-12-30,4.0,Analytic,1
392,Moritz Mosedall,Mohammad Velazquez,Engineering,2019-12-30,1.0,Analytic,1
393,Chaim Inseal,Mohammad Velazquez,Engineering,2019-12-30,1.0,Analytic,1
394,Gertruda Syddie,Mohammad Velazquez,Engineering,2019-12-30,3.0,Analytic,1
395,Thom Derwin,Mohammad Velazquez,Engineering,2019-12-30,3.0,Analytic,1
396,Godfry Sephton,Mohammad Velazquez,Engineering,2019-12-30,4.0,Analytic,1
397,Quintus Penella,Gregor Gomez,Business,2019-02-11,,Analytic,2
398,Simon Murrey,Gregor Gomez,Business,2019-02-11,3.0,Analytic,2
399,Gustaf Lude,Gregor Gomez,Business,2019-02-11,1.0,Analytic,2
400,Yolanda Fosse,Gregor Gomez,Business,2019-02-11,4.0,Analytic,2
401,Lynnett Swin,Gregor Gomez,Business,2019-02-11,3.0,Analytic,2
402,Bart Godilington,Gregor Gomez,Business,2019-02-11,2.0,Analytic,2
403,Deni Roust,Gregor Gomez,Business,2019-02-11,7.0,Analytic,2
404,Gerhard Mcgrath,Gregor Gomez,Business,2019-02-11,3.0,Analytic,2
405,Benedick Arnhold,Bruce Lugo,Business,2019-03-18,7.0,Analytic,2
406,Herminia Brettel,Bruce Lugo,Business,2019-03-18,4.0,Analytic,2
407,Nicolai Nussey,Bruce Lugo,Business,2019-03-18,2.0,Analytic,2
408,Elora Ellen,Bruce Lugo,Business,2019-03-18,2.0,Analytic,2
409,Llywellyn Hoggins,Bruce Lugo,Business,2019-03-18,4.0,Analytic,2
410,Bobbye Hains,Bruce Lugo,Business,2019-03-18,3.0,Analytic,2
411,Audrye Tobias,Bruce Lugo,Business,2019-03-18,4.0,Analytic,2
412,Georg Battman,Bruce Lugo,Business,2019-03-18,7.0,Analytic,2
413,Adolph Andreia,Bruce Lugo,Business,2019-03-18,3.0,Analytic,2
414,Ilaire Ord,Bruce Lugo,Business,2019-03-18,2.0,Analytic,2
415,Thorpe Pettett,Bruce Lugo,Business,2019-03-18,7.0,Analytic,2
416,Tiphany Gribben,Bruce Lugo,Business,2019-03-18,3.0,Analytic,2
417,Pam Hupka,Bruce Lugo,Business,2019-03-18,2.0,Analytic,2
418,Verne Francescuzzi,Gregor Gomez,Business,2019-04-15,2.0,Analytic,2
419,Audi Westmacott,Gregor Gomez,Business,2019-04-15,5.0,Analytic,2
420,Gae Crutch,Gregor Gomez,Business,2019-04-15,2.0,Analytic,2
421,Fowler Crewdson,Gregor Gomez,Business,2019-04-15,1.0,Analytic,2
422,Joletta Matzaitis,Gregor Gomez,Business,2019-04-15,2.0,Analytic,2
423,Ofelia Helm,Gregor Gomez,Business,2019-04-15,5.0,Analytic,2
424,Quinton Kuhnt,Gregor Gomez,Business,2019-04-15,4.0,Analytic,2
425,Frankie Mabee,Gregor Gomez,Business,2019-04-15,1.0,Analytic,2
426,Cami Burberow,Gregor Gomez,Business,2019-04-15,5.0,Analytic,2
427,Gayla Bownas,Gregor Gomez,Business,2019-04-15,1.0,Analytic,2
428,Latisha Ibel,Gregor Gomez,Business,2019-04-15,4.0,Analytic,2
429,Darb Noor,Neil Mccarthy,Business,2019-05-20,1.0,Analytic,2
430,Adah Spencers,Neil Mccarthy,Business,2019-05-20,4.0,Analytic,2
431,Kariotta Barense,Neil Mccarthy,Business,2019-05-20,2.0,Analytic,2
432,Biddy Rapps,Neil Mccarthy,Business,2019-05-20,4.0,Analytic,2
433,Thatcher Frankish,Neil Mccarthy,Business,2019-05-20,3.0,Analytic,2
434,Idelle Kidstoun,Neil Mccarthy,Business,2019-05-20,1.0,Analytic,2
435,Bailey Antrim,Neil Mccarthy,Business,2019-05-20,4.0,Analytic,2
436,William Dryden,Neil Mccarthy,Business,2019-05-20,1.0,Analytic,2
437,Dean Burnup,Neil Mccarthy,Business,2019-05-20,2.0,Analytic,2
438,Burtie Garfitt,Neil Mccarthy,Business,2019-05-20,3.0,Analytic,2
439,Maggy Clapison,Neil Mccarthy,Business,2019-05-20,2.0,Analytic,2
440,Julia Llorens,Neil Mccarthy,Business,2019-05-20,2.0,Analytic,2
441,Sanford Larking,Rachel Richard,Business,2019-07-15,2.0,Analytic,2
442,Ulrika Lemerie,Rachel Richard,Business,2019-07-15,2.0,Analytic,2
443,Alidia Govett,Rachel Richard,Business,2019-07-15,3.0,Analytic,2
444,Angel Matteau,Rachel Richard,Business,2019-07-15,4.0,Analytic,2
445,Wolfie Showers,Rachel Richard,Business,2019-07-15,3.0,Analytic,2
446,Nicolea Gibbins,Rachel Richard,Business,2019-07-15,4.0,Analytic,2
447,Florina Sudlow,Rachel Richard,Business,2019-07-15,4.0,Analytic,2
448,Dianna Brewett,Rachel Richard,Business,2019-07-15,4.0,Analytic,2
449,Megan Hallihan,Rachel Richard,Business,2019-07-15,,Analytic,2
450,Sherlocke Baselio,Rachel Richard,Business,2019-07-15,3.0,Analytic,2
451,Keen Tripony,Rachel Richard,Business,2019-07-15,3.0,Analytic,2
452,Collete Causbey,Rachel Richard,Business,2019-07-15,4.0,Analytic,2
453,Gabi Ivins,Gregor Gomez,Business,2019-07-29,3.0,Analytic,2
454,Melodee Crippen,Gregor Gomez,Business,2019-07-29,3.0,Analytic,2
455,Wilt Gotliffe,Gregor Gomez,Business,2019-07-29,1.0,Analytic,2
456,Mela Burgill,Gregor Gomez,Business,2019-07-29,5.0,Analytic,2
457,Uriel Eidelman,Gregor Gomez,Business,2019-07-29,2.0,Analytic,2
458,Vivienne Blakelock,Gregor Gomez,Business,2019-07-29,2.0,Analytic,2
459,Auberon Werny,Gregor Gomez,Business,2019-07-29,4.0,Analytic,2
460,Nikolaus Gullefant,Gregor Gomez,Business,2019-07-29,4.0,Analytic,2
461,Prentice Van Der Hoeven,Gregor Gomez,Business,2019-07-29,3.0,Analytic,2
462,Alikee Sawood,Gregor Gomez,Business,2019-07-29,1.0,Analytic,2
463,Guido Lassells,Gregor Gomez,Business,2019-07-29,1.0,Analytic,2
464,Verena Townes,Gregor Gomez,Business,2019-07-29,4.0,Analytic,2
465,Kylie Cordell,Gregor Gomez,Business,2019-07-29,6.0,Analytic,2
466,Cornelia Artist,Hamzah Melia,Business,2019-08-12,2.0,Analytic,2
467,Hanni Katt,Hamzah Melia,Business,2019-08-12,5.0,Analytic,2
468,Eric Spritt,Hamzah Melia,Business,2019-08-12,1.0,Analytic,2
469,Merrill Mckie,Hamzah Melia,Business,2019-08-12,2.0,Analytic,2
470,Marcela Riding,Hamzah Melia,Business,2019-08-12,1.0,Analytic,2
471,Lea Normington,Hamzah Melia,Business,2019-08-12,4.0,Analytic,2
472,Aguste Tann,Hamzah Melia,Business,2019-08-12,4.0,Analytic,2
473,Anet Satterley,Hamzah Melia,Business,2019-08-12,1.0,Analytic,2
474,Agace O'Shields,Hamzah Melia,Business,2019-08-12,1.0,Analytic,2
475,Matteo Yeowell,Burhan Milner,Business,2019-09-16,4.0,Analytic,2
476,Deck Itzchaki,Burhan Milner,Business,2019-09-16,2.0,Analytic,2
477,Tarrah Bunny,Burhan Milner,Business,2019-09-16,1.0,Analytic,2
478,Fairlie Cogzell,Burhan Milner,Business,2019-09-16,3.0,Analytic,2
479,Robinet Renwick,Burhan Milner,Business,2019-09-16,1.0,Analytic,2
480,Boote Moan,Burhan Milner,Business,2019-09-16,8.0,Analytic,2
481,Vaughn Wallington,Burhan Milner,Business,2019-09-16,6.0,Analytic,2
482,Jim Dwerryhouse,Burhan Milner,Business,2019-09-16,1.0,Analytic,2
483,Harriett Saffin,Burhan Milner,Business,2019-09-16,2.0,Analytic,2
484,Omero Shill,Burhan Milner,Business,2019-09-16,4.0,Analytic,2
485,Casey Putten,Elly Kelly,Business,2019-10-21,1.0,Analytic,2
486,Una Caldicot,Elly Kelly,Business,2019-10-21,1.0,Analytic,2
487,Riva Mangeot,Elly Kelly,Business,2019-10-21,3.0,Analytic,2
488,Gery Marchment,Elly Kelly,Business,2019-10-21,2.0,Analytic,2
489,Brendan Tithecott,Elly Kelly,Business,2019-10-21,2.0,Analytic,2
490,Dorice Slides,Elly Kelly,Business,2019-10-21,3.0,Analytic,2
491,Kalinda Leebetter,Elly Kelly,Business,2019-10-21,3.0,Analytic,2
492,Fifi Kingsly,Elly Kelly,Business,2019-10-21,5.0,Analytic,2
493,Zollie Danks,Elly Kelly,Business,2019-10-21,2.0,Analytic,2
494,Katleen Trunks,Elly Kelly,Business,2019-10-21,2.0,Analytic,2
495,Heida Cossom,Elly Kelly,Business,2019-10-21,1.0,Analytic,2
496,Nicola Lavall,Elly Kelly,Business,2019-10-21,7.0,Analytic,2
497,Rossie Caitlin,Bruce Lugo,Business,2019-11-18,3.0,Analytic,2
498,Marmaduke Kiefer,Bruce Lugo,Business,2019-11-18,4.0,Analytic,2
499,Dina Mcgookin,Bruce Lugo,Business,2019-11-18,4.0,Analytic,2
500,Reuven Kneaphsey,Bruce Lugo,Business,2019-11-18,5.0,Analytic,2
501,Stephi Duckering,Bruce Lugo,Business,2019-11-18,4.0,Analytic,2
502,Homer Sebborn,Bruce Lugo,Business,2019-11-18,2.0,Analytic,2
503,Say Kleinhausen,Bruce Lugo,Business,2019-11-18,8.0,Analytic,2
504,Tyler Traynor,Bruce Lugo,Business,2019-11-18,1.0,Analytic,2
505,Johnath Tufts,Bruce Lugo,Business,2019-11-18,4.0,Analytic,2
506,Kristin Bardill,Bruce Lugo,Business,2019-11-18,4.0,Analytic,2
507,Timmie Knudsen,Elly Kelly,Business,2019-12-30,1.0,Analytic,2
508,Mona Orviss,Elly Kelly,Business,2019-12-30,3.0,Analytic,2
509,Everett O'Clery,Elly Kelly,Business,2019-12-30,3.0,Analytic,2
510,Konstanze Trynor,Elly Kelly,Business,2019-12-30,8.0,Analytic,2
511,Robinett Mcphate,Elly Kelly,Business,2019-12-30,2.0,Analytic,2
512,Ronda Aggis,Elly Kelly,Business,2019-12-30,6.0,Analytic,2
513,Caril Bayly,Elly Kelly,Business,2019-12-30,1.0,Analytic,2
514,Mari Lotterington,Elly Kelly,Business,2019-12-30,4.0,Analytic,2
515,Jacquelynn Savin,Elly Kelly,Business,2019-12-30,3.0,Analytic,2
516,Ives Weddell,Elly Kelly,Business,2019-12-30,3.0,Analytic,2
517,Gerda Yuille,Elly Kelly,Business,2019-12-30,5.0,Analytic,2
518,Pyotr De Zuani,Trixie Orange,Data,2019-02-18,3.0,Analytic,2
519,Vince Scott,Trixie Orange,Data,2019-02-18,3.0,Analytic,2
520,Kellie Althorp,Trixie Orange,Data,2019-02-18,2.0,Analytic,2
521,Aida Bothams,Trixie Orange,Data,2019-02-18,7.0,Analytic,2
522,Nettie Civitillo,Trixie Orange,Data,2019-02-18,2.0,Analytic,2
523,Bernadette Gerardi,Trixie Orange,Data,2019-02-18,2.0,Analytic,2
524,Teddy Ham,Trixie Orange,Data,2019-02-18,4.0,Analytic,2
525,Ivory Linnemann,Trixie Orange,Data,2019-02-18,1.0,Analytic,2
526,Onida Tregear,Trixie Orange,Data,2019-02-18,5.0,Analytic,2
527,Jacki Pinkstone,Trixie Orange,Data,2019-02-18,4.0,Analytic,2
528,Kaleb Cappel,Trixie Orange,Data,2019-02-18,4.0,Analytic,2
529,Gussy Mathias,John Sandbox,Data,2019-03-04,6.0,Analytic,2
530,Shawn Bowmer,John Sandbox,Data,2019-03-04,1.0,Analytic,2
531,Arda Disbrow,John Sandbox,Data,2019-03-04,5.0,Analytic,2
532,El Durante,John Sandbox,Data,2019-03-04,3.0,Analytic,2
533,Dionysus Garter,John Sandbox,Data,2019-03-04,4.0,Analytic,2
534,Connor Gegg,John Sandbox,Data,2019-03-04,,Analytic,2
535,Barrie Schruurs,John Sandbox,Data,2019-03-04,3.0,Analytic,2
536,Fletcher Ayllett,John Sandbox,Data,2019-03-04,3.0,Analytic,2
537,Slade Cannavan,John Sandbox,Data,2019-03-04,5.0,Analytic,2
538,Bert Spall,John Sandbox,Data,2019-03-04,3.0,Analytic,2
539,Denyse Worley,Edward Reinhart,Data,2019-04-08,3.0,Analytic,2
540,Jard Antonowicz,Edward Reinhart,Data,2019-04-08,2.0,Analytic,2
541,Burtie Clubley,Edward Reinhart,Data,2019-04-08,2.0,Analytic,2
542,Idaline Gadeaux,Edward Reinhart,Data,2019-04-08,6.0,Analytic,2
543,Gaspard Dunn,Edward Reinhart,Data,2019-04-08,1.0,Analytic,2
544,Reg Mcreynold,Edward Reinhart,Data,2019-04-08,4.0,Analytic,2
545,Penni Grioli,Edward Reinhart,Data,2019-04-08,3.0,Analytic,2
546,Kial Gowdy,Edward Reinhart,Data,2019-04-08,1.0,Analytic,2
547,Haskell Mcdonnell,Edward Reinhart,Data,2019-04-08,2.0,Analytic,2
548,Jeffy Dudding,Edward Reinhart,Data,2019-04-08,5.0,Analytic,2
549,Damaris Vallance,Edward Reinhart,Data,2019-04-08,3.0,Analytic,2
550,Stacee Kidson,Edward Reinhart,Data,2019-04-08,5.0,Analytic,2
551,Anica Vallis,Edward Reinhart,Data,2019-04-08,5.0,Analytic,2
552,Emmey Wadforth,Lucy Foster,Data,2019-05-20,1.0,Analytic,2
553,Sayer Weedon,Lucy Foster,Data,2019-05-20,6.0,Analytic,2
554,Norbie Iacobucci,Lucy Foster,Data,2019-05-20,,Analytic,2
555,Lynnell Samber,Lucy Foster,Data,2019-05-20,1.0,Analytic,2
556,Hogan Bushnell,Lucy Foster,Data,2019-05-20,4.0,Analytic,2
557,Scott Duny,Lucy Foster,Data,2019-05-20,3.0,Analytic,2
558,Viv Newby,Lucy Foster,Data,2019-05-20,5.0,Analytic,2
559,Louise Dowse,Lucy Foster,Data,2019-05-20,3.0,Analytic,2
560,Haroun Mccrohon,Lucy Foster,Data,2019-05-20,3.0,Analytic,2
561,Devan Claricoats,Lucy Foster,Data,2019-05-20,2.0,Analytic,2
562,Matthaeus Audas,Lucy Foster,Data,2019-05-20,1.0,Analytic,2
563,Halsey Broader,Lucy Foster,Data,2019-05-20,6.0,Analytic,2
564,Rina Soffe,Lucy Foster,Data,2019-05-20,4.0,Analytic,2
565,Marcy Treat,Gina Cartwright,Data,2019-07-22,5.0,Analytic,2
566,Heindrick Mckiddin,Gina Cartwright,Data,2019-07-22,1.0,Analytic,2
567,Danella Winkett,Gina Cartwright,Data,2019-07-22,3.0,Analytic,2
568,Darrin Perrelle,Gina Cartwright,Data,2019-07-22,3.0,Analytic,2
569,Janelle Forbear,Gina Cartwright,Data,2019-07-22,2.0,Analytic,2
570,Sorcha Argue,Gina Cartwright,Data,2019-07-22,2.0,Analytic,2
571,Toddie Rubanenko,Gina Cartwright,Data,2019-07-22,1.0,Analytic,2
572,Selby Floyd,Gina Cartwright,Data,2019-07-22,2.0,Analytic,2
573,Claudio Handrick,Gina Cartwright,Data,2019-07-22,1.0,Analytic,2
574,Kingston Comsty,Gina Cartwright,Data,2019-07-22,2.0,Analytic,2
575,Benedikt Cohani,Gina Cartwright,Data,2019-07-22,6.0,Analytic,2
576,Morgen Lilywhite,Gina Cartwright,Data,2019-07-22,2.0,Analytic,2
577,Job Restall,Gina Cartwright,Data,2019-07-22,2.0,Analytic,2
578,Wilhelm Jouanet,Gina Cartwright,Data,2019-07-22,5.0,Analytic,2
579,Malvina Whiteford,Lucy Foster,Data,2019-08-05,2.0,Analytic,2
580,Belle Catherall,Lucy Foster,Data,2019-08-05,3.0,Analytic,2
581,Ortensia Winscomb,Lucy Foster,Data,2019-08-05,1.0,Analytic,2
582,Staffard Load,Lucy Foster,Data,2019-08-05,1.0,Analytic,2
583,Bowie Endersby,Lucy Foster,Data,2019-08-05,3.0,Analytic,2
584,Tonye Ambrogio,Lucy Foster,Data,2019-08-05,2.0,Analytic,2
585,Celina Polley,Lucy Foster,Data,2019-08-05,2.0,Analytic,2
586,Muhammad Linn,Lucy Foster,Data,2019-08-05,3.0,Analytic,2
587,Farica Harding,Lucy Foster,Data,2019-08-05,5.0,Analytic,2
588,Marquita Forrington,Lucy Foster,Data,2019-08-05,5.0,Analytic,2
589,Muffin Jandel,Lucy Foster,Data,2019-08-05,3.0,Analytic,2
590,Nadya Pineaux,Lucy Foster,Data,2019-08-05,3.0,Analytic,2
591,Dewitt Milborn,Lucy Foster,Data,2019-08-05,,Analytic,2
592,Levy Standage,Lucy Foster,Data,2019-08-05,2.0,Analytic,2
593,Silvain Kuhwald,Lucy Foster,Data,2019-08-19,3.0,Analytic,2
594,Aguie Morrad,Lucy Foster,Data,2019-08-19,4.0,Analytic,2
595,Bertram Esgate,Lucy Foster,Data,2019-08-19,3.0,Analytic,2
596,Marlon Reside,Lucy Foster,Data,2019-08-19,8.0,Analytic,2
597,Micheal Di Matteo,Lucy Foster,Data,2019-08-19,2.0,Analytic,2
598,Regina Calver,Lucy Foster,Data,2019-08-19,2.0,Analytic,2
599,Jodie Kaygill,Lucy Foster,Data,2019-08-19,2.0,Analytic,2
600,Ingunna Adin,Lucy Foster,Data,2019-08-19,1.0,Analytic,2
601,Carlos Gerckens,Lucy Foster,Data,2019-08-19,1.0,Analytic,2
602,Sherline Cudihy,Lucy Foster,Data,2019-08-19,3.0,Analytic,2
603,Trudie Kiellor,Lucy Foster,Data,2019-08-19,3.0,Analytic,2
604,Edvard Northen,Lucy Foster,Data,2019-09-23,5.0,Analytic,2
605,Alwin Bullman,Lucy Foster,Data,2019-09-23,5.0,Analytic,2
606,Bob Rogerson,Lucy Foster,Data,2019-09-23,2.0,Analytic,2
607,Kerr Coucha,Lucy Foster,Data,2019-09-23,2.0,Analytic,2
608,Nancie Mehaffey,Lucy Foster,Data,2019-09-23,1.0,Analytic,2
609,Violet Luscombe,Lucy Foster,Data,2019-09-23,4.0,Analytic,2
610,Cora Klausewitz,Lucy Foster,Data,2019-09-23,1.0,Analytic,2
611,Scarface Gallihaulk,Lucy Foster,Data,2019-09-23,3.0,Analytic,2
612,Anna Lamperti,Lucy Foster,Data,2019-09-23,3.0,Analytic,2
613,Collin Commins,Lucy Foster,Data,2019-09-23,2.0,Analytic,2
614,Chrissy Bartholin,Lucy Foster,Data,2019-09-23,2.0,Analytic,2
615,Baird Reynoollds,Lucy Foster,Data,2019-09-23,2.0,Analytic,2
616,Vasili Cartledge,Lucy Foster,Data,2019-09-23,4.0,Analytic,2
617,Otes Kemster,Gina Cartwright,Data,2019-10-28,1.0,Analytic,2
618,Kahaleel Tatem,Gina Cartwright,Data,2019-10-28,3.0,Analytic,2
619,Antonetta Rustedge,Gina Cartwright,Data,2019-10-28,1.0,Analytic,2
620,Anestassia Gadman,Gina Cartwright,Data,2019-10-28,5.0,Analytic,2
621,Babara Veazey,Gina Cartwright,Data,2019-10-28,2.0,Analytic,2
622,Candie Senner,Gina Cartwright,Data,2019-10-28,3.0,Analytic,2
623,Sydelle Russo,Gina Cartwright,Data,2019-10-28,4.0,Analytic,2
624,Warner Harse,Gina Cartwright,Data,2019-10-28,1.0,Analytic,2
625,Tabbatha Kullmann,Gina Cartwright,Data,2019-10-28,4.0,Analytic,2
626,Drucie Bianco,Gina Cartwright,Data,2019-10-28,4.0,Analytic,2
627,Malvin Penrith,Gina Cartwright,Data,2019-10-28,,Analytic,2
628,Clay Perillo,Gina Cartwright,Data,2019-10-28,5.0,Analytic,2
629,Sandy Droogan,Edward Reinhart,Data,2019-11-18,2.0,Analytic,2
630,Othilia Hutton,Edward Reinhart,Data,2019-11-18,1.0,Analytic,2
631,Lindon Mee,Edward Reinhart,Data,2019-11-18,2.0,Analytic,2
632,Danella Leisk,Edward Reinhart,Data,2019-11-18,5.0,Analytic,2
633,Waylan Gors,Edward Reinhart,Data,2019-11-18,1.0,Analytic,2
634,Gisela Andrea,Edward Reinhart,Data,2019-11-18,2.0,Analytic,2
635,Augusta Gilfoy,Edward Reinhart,Data,2019-11-18,2.0,Analytic,2
636,Pier Spatig,Edward Reinhart,Data,2019-11-18,1.0,Analytic,2
637,Brenna Mcgroarty,Edward Reinhart,Data,2019-11-18,3.0,Analytic,2
638,Susannah Bengough,John Sandbox,Data,2019-12-16,1.0,Analytic,2
639,Madison Getch,John Sandbox,Data,2019-12-16,1.0,Analytic,2
640,Leicester Banker,John Sandbox,Data,2019-12-16,3.0,Analytic,2
641,Murvyn Aers,John Sandbox,Data,2019-12-16,1.0,Analytic,2
642,Morley Battell,John Sandbox,Data,2019-12-16,5.0,Analytic,2
643,Juliane Jacobssen,John Sandbox,Data,2019-12-16,5.0,Analytic,2
644,Teirtza Docharty,John Sandbox,Data,2019-12-16,,Analytic,2
645,Arny Dobrowolny,John Sandbox,Data,2019-12-16,2.0,Analytic,2
646,Derby Mcglashan,John Sandbox,Data,2019-12-16,2.0,Analytic,2
647,Sharron Starling,John Sandbox,Data,2019-12-16,1.0,Analytic,2
648,Amalea Harrell,John Sandbox,Data,2019-12-16,3.0,Analytic,2
649,Finn Maasze,John Sandbox,Data,2019-12-16,1.0,Analytic,2
650,Gianina Wandless,Trixie Orange,Data,2019-12-30,4.0,Analytic,2
651,Kaitlyn Chagg,Trixie Orange,Data,2019-12-30,2.0,Analytic,2
652,Scotti Bromfield,Trixie Orange,Data,2019-12-30,3.0,Analytic,2
653,Genovera Mattek,Trixie Orange,Data,2019-12-30,2.0,Analytic,2
654,Yorgos O'Rourke,Trixie Orange,Data,2019-12-30,1.0,Analytic,2
655,Sigrid Veitch,Eshal Brandt,Engineering,2019-02-18,4.0,Analytic,2
656,Rodrick Henworth,Eshal Brandt,Engineering,2019-02-18,1.0,Analytic,2
657,Reggie Lawlor,Eshal Brandt,Engineering,2019-02-18,4.0,Analytic,2
658,Thornton Thuillier,Eshal Brandt,Engineering,2019-02-18,1.0,Analytic,2
659,Thomasine Poundford,Eshal Brandt,Engineering,2019-02-18,2.0,Analytic,2
660,Wakefield Jeves,Eshal Brandt,Engineering,2019-02-18,4.0,Analytic,2
661,Ced Danielut,Eshal Brandt,Engineering,2019-02-18,3.0,Analytic,2
662,Austin Brister,Eshal Brandt,Engineering,2019-02-18,3.0,Analytic,2
663,Windham Biagi,Eshal Brandt,Engineering,2019-02-18,2.0,Analytic,2
664,Wendy Ducastel,Eshal Brandt,Engineering,2019-02-18,3.0,Analytic,2
665,Daryle Janoch,Eshal Brandt,Engineering,2019-02-18,4.0,Analytic,2
666,Aluino Sainter,Eshal Brandt,Engineering,2019-02-18,3.0,Analytic,2
667,Magda Mckirton,Eshal Brandt,Engineering,2019-02-18,2.0,Analytic,2
668,Caryn Adriaan,Eshal Brandt,Engineering,2019-02-18,2.0,Analytic,2
669,Redd Jurges,Macey Broughton,Engineering,2019-04-01,2.0,Analytic,2
670,Fabian Exell,Macey Broughton,Engineering,2019-04-01,3.0,Analytic,2
671,Solly Kollas,Macey Broughton,Engineering,2019-04-01,3.0,Analytic,2
672,Barbabas Huygens,Macey Broughton,Engineering,2019-04-01,4.0,Analytic,2
673,Liuka Drissell,Macey Broughton,Engineering,2019-04-01,8.0,Analytic,2
674,Vikki Godsal,Macey Broughton,Engineering,2019-04-01,4.0,Analytic,2
675,Ealasaid Badcock,Macey Broughton,Engineering,2019-04-01,2.0,Analytic,2
676,Gal Wallwood,Macey Broughton,Engineering,2019-04-01,2.0,Analytic,2
